Run ID,Distance,Time,Time Changed,Moving Time,Elevation Gain,Elevation Over Time,Start Latitude,Start Longitude,Polyline,Difficulty
1192198015,7.509705818,2970,0:49:30,585,124.6,0.041952862,33.78,-84.39,i~cmEvebbO_A}BTa[c\OEcWoAaDf@goAm@aQ`SuMpn@aLtXwU~HwCdPnCjPnTpL|EeL{FgReVyMqAgHtBmXbUwo@hMqS`NExuA`AbRs@xOpAfFSpYda@n@FzA,2
1190794243,2.257379404,952,0:15:52,171,33.3,0.034978992,33.78,-84.4,e}cmEfbdbOBuEgCGg@lLlCDd@mFE}DmCEc@jLrCD^gFF{DwCKe@hLjCHpB{MjH@hC}ChHod@jEa@IqR{FyB_Nn@uEzK,0
1190794195,1.048626024,321,0:05:21,0,16.7,0.052024922,33.78,-84.4,q}cmElbdbOHwEaCGi@lLhCFf@sEDiE_DCOpKpCSVaKaDHOrKdCHf@wE,1
1190794181,2.827611747,1197,0:19:57,250,71.3,0.059565581,33.78,-84.39,iycmEbjbbOtEnZ}@bP}ApBsKw@sDgFj@mYtFeH^uQ|^mCt@pAWzSwDd@aIpf@aEpCqEO}@nFFmEqCK[dL`CB^wE,1
1189368249,10.49632645,4393,1:13:13,1087,203.7,0.046369224,33.78,-84.39,g~cmE~ebbOxC{CxIsAf@yChHi@n_AdAcAsJlAmQ}@wElBeEwAmHToR`DsIBy[lHu@gAuKlAoKs\gdAZoOaCuDeFi@iLcJ_HsPo@mJyD{FtCgJcDmJj@gCwAQEqC|Ai@uAkCz@iAIyG{B{Do@aOkK{BhAuGKkPoAxXnKpBn@~OvBxCL~H{@bApAhCcABCbCjBvAeAdBzCtJmCrJhExFj@vJtGvP|K~H~El@pCrD]jOf[dbAj@fUOpEkHVA~ZcDjLWdW|@tF}AzCx@hKkB~KlAvDwmAUiDrEw@|F,2
1185473481,3.016632864,1395,0:23:15,280,53.1,0.038064516,33.78,-84.39,s}cmE|dbbO|CmCjIwA?mCpt@y@xf@fBlLvPiKaPkCu@w_Bu@aEnL,0
1184940063,2.24495198,895,0:14:55,259,31.8,0.035530726,33.78,-84.4,o}cmE`bdbOHkEiCK_@jLlCBZcJoCmAYpLdC@j@cHE}BoCK[jLtC[~AyLrGJ|BeBdDcXhDyLtEuA_AaSsT[mEzK,0
1185404477,0.857492245,263,0:04:23,0,12.5,0.047528517,33.78,-84.4,ibdmEpbdbOAbErCOHuKmBMs@rKxC@NaKkCG_@bLnCLPyE,1
1184939916,1.03340243,316,0:05:16,0,16.2,0.051265823,33.78,-84.4,o}cmEfbdbOMyEuBE[xKxCMNyJoCMYfLlCBHiANcIkC_@a@zKvCTNwE,1
1184939795,1.749657003,711,0:11:51,270,43.4,0.061040788,33.78,-84.39,y}cmE`dbbOgAFI~HmGnGm@fWfC~GzInAqAvF?uEgCAO`LjCDToGAuCiCEUbLjCJJgBF}HiCGS`LpCDFkE,1
1184939718,8.337247972,3540,0:59:00,1113,152.9,0.04319209,33.78,-84.39,i{cmEzfbbOzB`Gf@hMnB|FgAtQsAdAgLcAeDsHt@eWzFaGMwn@bCcAb@gQgj@kBuFqDmHAwA{A{PrGe_@tT}Mt@iGwLMiEqGy@jGH@uDsM{FiMzEw@}EyDkAmC_FpA_BfKe@|M}EhCgOiI{GgEwMfJaExXmTzDjJnC_@bGlI~I{BhItBtCeArBzBfQ{@dDnJjFtCnGyDYxg@~Axb@Arq@la@bACvA,2
1181209009,7.503802792,2871,0:47:51,376,125.1,0.043573668,33.78,-84.39,g~cmEtebbOcAwB@iZaIwAgQ`AFqU_BuFf@}_Bm@WzT}Ndm@qKtYkVtGgBzO`CfRvUzJrDqL_GkRyUgOgAmG`CmXlUsn@fLaT~Nn@f@j@vxCv`@zAHdA,2
1178447987,10.00631313,4159,1:09:19,1092,193.5,0.046525607,33.78,-84.39,m~cmE~ebbOnHeLxy@g@rTnAi@_[fB_PkAwBVqTlDeL?gZzGATkE{@{FLiNc[iaA\aPkCoD_Fk@{KsIkHaQg@cJsDcFdCcKiDiKx@iB{Ac@AkCvA_@qAmCbAiA]gHyBqDj@c@kAoCUiJeKyAhKrAh@tP~BbDNjGcAzB|AlBgALMrC`Bz@}@dB`DpKsCvI~AlElBv@XbIjDxKbDxFzKhH`E`@bCfDWhPl[naA`@tZaIz@Fr[iD|Mf@d[gAvFWj^sMuAy~@HaEpJyABMxB,2
1174734619,0.733652967,279,0:04:39,0,3.8,0.013620072,33.78,-84.4,iwcmE~ycbOuL}@{CoEf@iZ`GkGJqHjA`@,0
1174734578,3.100580112,1564,0:26:04,417,42.9,0.027429668,33.78,-84.4,ewcmEhzcbOfIjBxE}_@dFaGjt@k@bDkDi@gR~R?~D|EkDtCd@^gW~OeUlA_UxG}NrOqDpIoLiC,1
1174734417,0.745521156,307,0:05:07,0,29.9,0.097394137,33.78,-84.39,w}cmElebbOwAk@EtHqF`GcA|ZtE|FxJV,2
1172930596,3.626943649,1646,0:27:26,446,45,0.027339004,33.78,-84.4,s}cmEh_dbOIuBsBCYfLdC?TsGD_CmCE]lKrCVR}H?kBkC?W~KjCC`BiL|PdBhF}JlNgN`S_G`UoB~NeL_B{Dr@_IyX}Aa`AP}GlL,1
1172415248,2.04716953,632,0:10:32,0,31.5,0.049841772,33.78,-84.4,s}cmEfbdbOJkE{BMo@~KvCYVuIgCm@e@nK|CHHgK}BUk@~KvCITcGBmBuCW[xKlCHXyG@wBwCBMlKtCm@NkJaCSg@bLvCAFcE,1
1172415096,0.632307325,356,0:05:56,2,18.4,0.051685393,33.78,-84.4,u_dmE|{cbOeBAW|GyLADmGxEwFvBvCjHdA,1
1171880261,8.394103436,3735,1:02:15,1236,136.7,0.036599732,33.78,-84.39,g{cmEdfbbOtCjJNfJvBpHqArPaAhA`EQhFdDpDiIbOoOdUaHpRsAx_@_T`V}WhJ}RhNsRd@cVtQi@]sfAkWCiHcUIkDsAk@}CzBc^vBqF_D{QeVuIwCmMvCyZzVul@pKaTjNSjcAzAzxAt^fA,2
1168616158,7.413703969,2992,0:49:52,401,124.1,0.041477273,33.78,-84.39,w}cmErdbbOiBc@Sm\iF{A}RZc@gd@o@c@I}vAhTmNfm@mKrX}TrIaDvMpA~RxVpKnDyLcGqL_QiOaF}K~BuYdV{l@rKqUxORhuAr@dAd@rW}@rJnAlBCbZf^pB,2
1163637223,1.159416508,537,0:08:57,0,7.6,0.0141527,33.78,-84.4,awcmEjzcbOvGsBtHmf@fEA?wS_HwB}LhA_EvK,0
1163637187,3.952355742,1909,0:31:49,770,88.2,0.0462022,33.78,-84.39,szcmEhgbbOxFz]kAnPkApAaJm@sEsD_ShQsb@dR_AABmKgFkO_D_@{AqJ}CtAaBgEAaFmE?yFyFDyHvKFb@eDlEQGbOfA`DlgAvCi@lHnCdFdMhA,0
1161275537,1.766620437,704,0:11:44,237,19.9,0.028267045,33.78,-84.4,m}cmEhadbOBiDmCOe@dLxCHCoLqBJ[bKxC@DoKcCH_@~J|CDV{KiHiCqBoFt@cW|FaHJiHhAZ,0
1161275445,2.078300227,662,0:11:02,0,32.8,0.049546828,33.78,-84.4,u}cmEdbdbOLeEoCQYbLdCHT{CLiGeCOi@hLhCL\{DJuEoC_@g@`L|CQRgKgCMe@fL|C[RyJiCKi@`LzCQVcKeCIk@bLpCLXwE,1
1161275352,1.043779329,407,0:06:47,0,15.3,0.037592138,33.78,-84.4,e}cmEbadbOCiDiCOe@dLpCJTyDHgFqCK[~KxCa@JyJkC?U~KjCHVsF,0
1161275264,0.585145252,265,0:04:25,0,23.5,0.088679245,33.78,-84.39,mzcmE`hbbO|Ff^gAdPsBjDiCO,2
1160650868,6.474128589,2970,0:49:30,729,126.3,0.042525253,33.78,-84.4,qwcmEbzcbOcL}@_D_EySvQoZHOfOcAj@qMdCeOAqAkL{Lea@qKoAoA_RqRmYbLcMjCgJfMkBtk@{YzOkA~OjGfb@Cn]vCl@rD{@xFJdq@{DZ]zEkD`IcBlS_CjDaPW}EoF\cZdGqGVcIhAx@,2
1160650591,0.740239501,307,0:05:07,0,30.9,0.100651466,33.78,-84.39,_}cmEpbbbOkAg@[zHuEtE{Ap\pD~E`Lt@,2
1159756723,1.027437266,425,0:07:05,0,14.8,0.034823529,33.78,-84.4,u}cmEtbdbO@{EkCOS~KpCDH}AFcIcCE_@pKvCWLkJgCI_@|KtCJJoE,0
1159756660,3.131524398,1118,0:18:38,0,50.6,0.045259392,33.78,-84.4,s}cmEfbdbOFoEoCISfLhC@\eHE_CqCTOfKlCDToFBoDqCG[zKfCRh@}K{CHO`KdCP^{KyC?QjKjCF`@cKsCc@U`LfCH\_DHuFmC_@a@~KvC]NoJiCO_@`LpCNRiEFwEiCQi@bLlCP^_I,0
1159756478,1.020912869,412,0:06:52,0,15.2,0.036893204,33.78,-84.4,c~cmEdbdbOVmEkCISdLjC@b@kIIqAqCBUtK`CHd@mJmCaAUbL`CHTsE,0
1157301851,10.05297811,4402,1:13:22,1099,174,0.039527488,33.78,-84.39,mzcmErgbbOzF~]u@jNuAfChFa@dEzCfDeHpNsOfU}GpSsA`PsLpOwGlTmV`BkF|Vs_@f@aVxONt@ggAeXe@_Hk[wNxCuPL[jByCq@eIyFgN}QqJ_DcMlBwZrVsk@bK}TrNs@tcAjB~f@?zsAvQV_@pJhEfEbTH`J{f@rEy@O_Q_HeFsLtA}DrK,2
1155761279,6.238442496,2630,0:43:50,1018,123.2,0.046844106,33.78,-84.39,}}cmE|cbbOrB?xDiInEa@~hAZ@ueA|C}JEoZ|Ho@eA_Lj@sJyIk^sP}d@vZxaA_@fK`AzMgH@K`\qCxJ{@jNr@vP}ApEhAxC}AzJxAfC?fHaoABmEhL,2
1151984871,4.229984391,2150,0:35:50,831,51,0.02372093,33.78,-84.4,_wcmEdzcbO`EO`FhDiDbMa`@f[yX|I_YMIzJjE~Bz@lPpDh@Y{JgJeIa@gEjLkDvOIzOeFbNsIpI{K~FkB`DaEpCuLcFwBaSoAmD{EbAw[rFaFJ{HlAp@,1
1151984360,0.493865824,207,0:03:27,13,24.1,0.116425121,33.78,-84.39,qzcmEzfbbOvFp^cAnP_Ar@,2
1148934871,8.505763839,3808,1:03:28,1341,181.7,0.047715336,33.78,-84.39,}ycmEfibbO|A|FTrKvB|Gw@zN_BlB`DJ~C}DjBoThDwHBmEbEGFiy@`BeCyAyBl@s@TetBtJwHHaG|B}BaWbKag@rIoS~OwRlJet@a@vEpE`Eu@HjAzRtExAhCmAfBxCbGO`FzE`Da@lc@sc@dTjEfLq@nIpCvROh`@vnAjBt@mOfFcEb@_JzCv@,2
1147373812,1.038994771,407,0:06:47,7,15.2,0.037346437,33.78,-84.4,y}cmElbdbOL{EiCI[fLnCB\uKcDIH`LxBAX{JmCk@_@bLtCHPyE,0
1147373769,2.082960511,667,0:11:07,0,33.2,0.049775112,33.78,-84.4,g~cmEdbdbO`@aEmCY[lL|BH^mBDeIaCGCtLlBe@l@{IoDQEhK`CJb@cL{C\SfJ|B\n@sK}CKMlKbANdAAh@oKwCe@]`LjCRZ}E,1
1147373726,1.029177106,400,0:06:40,0,15.6,0.039,33.78,-84.4,a~cmE`_dbOFcB}BUWdLfCL\kHB{BuCBSvKbCD\{G@kCmCCWfLzBJ`@mI,0
1145465436,7.168448759,3437,0:57:17,641,161.4,0.046959558,33.78,-84.4,uwcmEfzcbOaJa@SvJ}F@[dJgDBE}S`FkG\gK}Qg@S{_@|Z_@RsHf`@Y\`TcE^cJvg@yRZsEuEkSxQqZC@}h@qAu`@x\D`@~kA`ScQrCpDvJx@~Fw@pB_CnCqU|CmH?_FzDJAcSoFaCgN`AaErK,2
1145465059,0.7139555,283,0:04:43,0,30.3,0.107067138,33.78,-84.39,{~cmErcbbOsAdIsFlHc@lXbDdGlLt@,2
1144107310,7.6106165,3177,0:52:57,317,159.1,0.050078691,33.78,-84.39,q}cmErebbO|G{JhUYBob@lBaAoA{Bf@ivBNoBtImGE}F|BuCqT|Jik@`KqUlRiMvFus@y@|DpEtFuBtJtBvHzJoA~CnC`FIbFbGjFeCv`@sLhEoSlNlAbFrBVVxAiBdKfDzSs@hFXbYhoAdA|A}PhDyC`@}FdAO,2
1142161589,7.028267418,2988,0:49:48,784,124.6,0.041700134,33.78,-84.39,k}cmEtebbO}AeARw\}[SE{TyAgGt@uyAy@mE|TsN|_@}Gaa@vG}\fVaKvDyg@kBqJ|@|DvE|GgCnJxBjHhJeAjDdCfEQ`FlCzCrJXrAgFsLoFsDnDrAzDbFzBsAz\kBlHx@dF_A`E|CnGQlBdDrAfYSn@vAeBnQhA|@QdK~`@tB,2
1140410189,7.519523483,3004,0:50:04,555,124.1,0.041311585,33.78,-84.39,m}cmEpebbOuAuAGq[mKkB_OrA@{VwAyDC_aB~VgO`k@uJzXaV|HeClP~CnOrSnLnFkMcHaQaUsNqA{HpCgYfU}m@hLwSrNzAt|Cfa@fA,2
1139070544,6.335252128,2607,0:43:27,610,124.2,0.047640967,33.78,-84.39,w}cmEhebbOzHyKfnA`@OeZ{@EhBqBy@eN~@qFyA{EfFcS@y[rHm@]aXqGsYsPmd@}@_KIjFrOlc@pJbb@XjTgHRy@fLb@lOkFx]jA~Xg@lW_mAu@}HjM,2
1135799881,7.134956852,2880,0:48:00,593,118.7,0.041215278,33.78,-84.39,k{cmEfgbbO{BcDa@c]g[Z?iUsAaFQk`BbSkNvn@_LjX{TzH}C~OnBzJdNeKyNaIgC_KjAo]`Xol@pKcUzOGf{A~AxB?jz@xY\lFbB,2
1068037658,6.381109322,2482,0:41:22,12,86.3,0.034770346,33.85,-84.36,gfrmEfe|aOfDxRlKhLvH`CnCxDrA~FjPnX~DnRtCnFjJxHtV|InYnYhg@`@l_@xHhQdOhHfCpL?|OpF|M`Ale@qFdHwF~KaThT_F~c@uVhEpAzJgBdExDnHJLmgAEwAoBm@,1
1058221152,2.13733049,873,0:14:33,31,64.5,0.073883162,33.9,-84.44,wu|mE~blbOrG}CtGhX_K|QqA~c@iChMjDwJ`@ac@pL{UaIkXiGnD,1
1058221023,2.03660622,855,0:14:15,24,59,0.069005848,33.9,-84.44,ku|mEpclbOrGqD|G`XsL~TeA~g@rAoh@dLiTgHcXwGvC,1
932241176,4.239367096,2065,0:34:25,702,16.7,0.008087167,33.78,-84.4,gwcmEnzcbOpL~CyCxKw^f[u[nKgXKM|IhEvCfAjPfDp@o@gN}I}FOoDjLwDlHbAr]yK~R_SpI_FlE}N}LmChDIfC{CnByTjDsHB_E~DeARiR,0
920166652,6.47518492,2813,0:46:53,839,108.6,0.03860647,33.77,-84.39,micmElyabOxIMCnTwD^wDnN}CvWaGvAbEQnBaCpHqe@bE_@Mav@lBsEuAsL~@ikBvJuIJiFtB{CoUvJ{f@lIuTrO?vvAdBnYq@bEj@~a@da@f@jCgGrGmA,2
917274482,7.241459874,3312,0:55:12,1170,124.7,0.037650966,33.77,-84.39,shcmEnyabOnIKOfT}Dn@wJjh@kRImDwD_SjQq]hQyWtBuDs@{@iIeCeDeKa_@_Km@{@wPiSoZdK}KjFoLbRoE|^{PrHmGx@dA`D{@MmCfHrGtNhBhAh]gAvk@z@|PvQf@YhIxBtFxMlB`IeCvC_WnD{HFiEbEgAOmSeKDuAsA,2
916225794,7.171866301,2937,0:48:57,380,87.4,0.029758257,33.77,-84.39,ijcmEnxabOqTRj@wQmDkAsW|A?{TqAaHQq`B~Y}Pxg@{Hr`@aZjNh@jKbJyHgIiIaCuI|@q^vXil@fK}TfPMntA`BdRo@dd@bAv@UnKfa@D|EeIzEO@{A,1
901753307,6.005552573,2387,0:39:47,309,68.8,0.02882279,33.78,-84.39,i}dmEncabOL_SmAoG`@wxAo@mE|YwOlh@gJfZyVjGiB|Jl@mB}@aN`@q]bYcl@rJyThOxAxzCfa@\nEeIrEKJeB,1
899370702,7.135267538,3055,0:50:55,417,86.4,0.028281506,33.77,-84.39,sjcmElxabOcTDa@{QyIsAmOpB{Bcw@RmgAjScNln@aLz_@eYtNf@vKjJ_I}IuIqBoKnAq\vW}l@tKkT|OfBdzC|`@^~EiIxEB,1
898098775,6.01294689,2395,0:39:55,986,92,0.038413361,33.77,-84.39,qhcmEfxabOfIVEvScDXIdEoDtFaEjZeDxB}ESYxAyMuGqQbQa@rg@yK~CkPe@fPnAdMaDKyi@~QyOvE~CvRd@nEtBzDcIbO_PlU}GbTgBl\eSsGsIwxAi@@iEpDD,2
896447135,4.703842062,1921,0:32:01,439,83.6,0.043519001,33.77,-84.39,qgcmE|wabO~aArAmBmGhAe@m@_GlAaAg@sDdAiEqAsDz@qDgAoFxAwT~CuISuZhQYeQQBzZuCrJC|DpF|BpW`@e@f`@eCwAaFtC}E?{LmBq@nPl@rHiAfAgZeBm^l@yHc@YsA,0
896446983,2.880552573,977,0:16:17,0,53.6,0.054861822,33.77,-84.4,cscmE`}bbOnD?dFaD}G`_@kClAsMc@cA~J}KcA?oGpFeF`@aKyLuArLZVuOxF}EHgI`QgDn@qDfMf@_@tSwCC}@rGyCNeBzCqDA,1
894206754,6.6028767,2621,0:43:41,858,85.6,0.03265929,33.77,-84.39,wmcmE`uabOEdBcPNy@iReKaAoN`A}Aik@HqpAtRcOxd@}Iqd@`GsTpNjA~Oc@xy@oLeHcB}H}PyCw@_CdAmDoAjClAjEhDlAP`E~J|BdOzKBh[dChZ_AvGn@bN``@VvCgGjGcAP{A,1
892888285,7.157264078,3330,0:55:30,1002,86.1,0.025855856,33.78,-84.4,kwcmE~ycbOmKe@gDyD}RpQ[ti@qKrCei@ZoZlSeNfEsUq@ua@aRqQ?]yTiHu`@h@sDvF}GhH{]rGcPnk@cI`LmNfDoJ~L{A|d@eWhHsCvBz@tBmD`KzHpJn@xAvw@z`@z@xCmHnG]V}A,1
892848994,0.880855802,366,0:06:06,72,20.6,0.056284153,33.77,-84.39,whcmEzxabOrISQdUwD@G|D{CbGwCjXsGtB,1
890906190,3.797199356,2018,0:33:38,676,32.6,0.016154609,33.78,-84.4,{}cmEp`dbOY|FuBOb@qKpBf@eAtJqASX{IxBQq@fKcBWd@gKlBZEbB~AmCpHYfBsBpCqV|CiHN}DvDMNiUsF]|ElA@jQ_E`AMfFcDfGmClWaMjE`AmB`GT|ByAlIeh@fEFQgUoL?e@uA,0
890905931,1.033650978,299,0:04:59,0,0,0,33.78,-84.4,}}cmE~adbOPkEcCKe@tKrCSPmJ_CUi@tKtCYX{IiCa@e@|KlCXf@eG,0
890905844,1.026256661,611,0:10:11,0,13.4,0.02193126,33.78,-84.4,u`dmEvzcbOkAIG`IeGAm@nJqCNEgSnEaF`FpDf@xLpCTb@{F,0
890905730,0.856000954,363,0:06:03,13,16.4,0.045179063,33.77,-84.39,c~bmEzxabOGfTgEb@t@|CaFfHuBlVkFpEsFn@,1
890556797,8.112187326,3907,1:05:07,846,127,0.032505759,33.78,-84.4,cwcmEzycbOlDDvBsBpHcf@lEa@jAuxDvJ{GNgGpBmB{AMtMwLhHkBvLtBrSxVdKzDc@`k@hTr@In~AaAxReCNeGtJ}@g@qCxDcIiHcKL{CnBcDqCqs@xAOnRcEv@gJvg@kF|@|GqAxCeWfDwHGcEpEc@A{TmLEc@yA,1
890556719,0.53729967,224,0:03:44,0,12.8,0.057142857,33.77,-84.4,q_cmEzpbbOkDc@mHle@sG~B,1
889342515,7.206663088,2811,0:46:51,362,86.4,0.030736393,33.77,-84.39,_ncmE~tabOMbBgPVRwQ}@m@uZVeB}y@NacAzT_Ohm@uKv`@oYnN|@nMjN_IcLuJaDeL|@c]zWok@dKkV`PzA~zCna@XlEmIjEIXsA,1
884319346,7.100035791,2814,0:46:54,474,86,0.030561478,33.77,-84.39,imcmEluabOa@xAwPJIgSkOI{CdBcF_AHuT}A{FKk`BtRyMlo@mLrW{T~FeChPr@xHtHcHkIoHaByIx@{]tX}k@dKsUzOKnuAvArH\lZy@p^ra@h@fEgI~E@,1
882788946,7.940875288,3346,0:55:46,434,108.2,0.032337119,33.77,-84.39,cncmEftabOG}A{Jn@aBlDuAH\yZkKy@{OzBe@oUcHKgF{DuF\oAmAk@dCmRtFoXjOmSlAmLdViEzDqf@tHec@cJqH~@iKmEmOwNkIo@vIxAnQtOdIvC`Iw@dR~FnOvA`R{EhSyA|IcKfGiNpLsAvg@oY|PeCrL~Fdg@~@j@rEe@fHiA\Y`\fPX|@gB,1
882152416,6.573734391,3146,0:52:26,730,93.2,0.029624921,33.78,-84.4,iwcmEjzcbOaKk@yDaEcSvQg]zPq_@hBo@yKoMib@cKq@aAuQ_S_ZxF_FfIqQtLoBdq@g\pEOvSrGpc@r@WnOn^fA]vo@uDTmEzPiBpSkB`CoDH|BZnDaDrHoe@zD_@F}S}KUiAcB,1
881040486,5.391389287,2315,0:38:35,873,110.4,0.047688985,33.77,-84.39,cicmEryabOfo@s@|R`Bk@ee@v@eD}@kFt@gFgCuCjDaABwGtCcIk@uYlFm@oEDElZuCpJeAxZfAhCmAzGbBYgCzRTtFrAlCrSl@xJfPrCvKsB^IdIVkJfBg@iBaJaFeHcAHpAoBeBeA{VUE}BwCk@ar@Q,2
879283243,13.20600195,5165,1:26:05,2,166.7,0.032274927,33.87,-84.02,kcwmEr{x_O{BrV_B`Eme@za@kTl\wUxPoP`c@qAdKRdKjP~h@G|LmMvNgUtAoI`Ku@`LnFjRCzJaMvVqJpZkPnZ_Xtn@oU|sAoQt]wCl`@fFwb@hPcTlPyjAfGsVpe@eaA~J{ZtMeYRyGoG_VdAoKbHqHhVqApMsPJcLuLq]mCoOp@}N~EoPzIwTbWiQnTy\td@ka@lBwGjBaU,1
878408887,4.387936948,2104,0:35:04,583,49.2,0.02338403,33.78,-84.4,mwcmEtzcbOiLs@oC}DmRbQ{]hQ_Gn@T{KuFgNaCi@e@oGwFoIaAyF_Ir@kB_Bc@wKtKt@z@wEjE?_@jN`AnDlgAbCMpIbC`FvRbA`DuDvB}UhC}Eb@qFvD[?uTcL@y@cB,1
878408683,0.855255309,355,0:05:55,0,20.3,0.057183099,33.77,-84.39,}fcmE|xabOnGNYvR}Dt@FzDkD|GwBnVyCvC}CF,1
877427857,6.065825579,2403,0:40:03,620,78.3,0.03258427,33.77,-84.39,ijcmEfxabO}THCaRq[HC}TmA}FQ{`BxS{Mrm@{K~TgQ{TdPwl@fK{TrOSzrA`B|R[jU|BbD_Al@O|Uba@\vEaI~DDVuA,1
876371237,5.580845363,2568,0:42:48,411,85.8,0.033411215,33.78,-84.4,wvcmElzcbOtGoB~CqXjC_FBuElE_@Gmy@jB_AaBgI|@}pBdKaIBmFhB}CiO~H_o@xLgRtMCfsAtAlTs@vOv@`DJz[`a@HtKwC^qD,1
871437638,6.232601607,2790,0:46:30,321,71.4,0.025591398,33.77,-84.39,kncmEfxabOkPR@w[}Pi@uFfCmBaEgCcaAPuo@rTuMnn@wL`Y{UsZtUcl@~JcUfP}@nOpCrwAEdq@~a@ZpEiI|EaA,1
870173788,4.797047741,2241,0:37:21,933,50.6,0.022579206,33.77,-84.39,e~bmE|xabOGtS{Db@?zCwEdJ}AbTcBbDsDnA`LtBjDyHpNoOzUmHxUaCvZaRqFcImRb@aCoBqr@xAStRyDRQtE}ChGyBvUiBfCiEf@fD?lC}BxB}TdDwHN_FbEa@OaU}LC[}A,1
868961009,5.033168794,2378,0:39:38,339,84.8,0.035660219,33.78,-84.4,gycmElzcbOwIu@}DmE_S`Re`@~Qo[pAgA_LiM}a@qK_AgAeRkRgYxFcFlImQbMiBri@gY~K_BxJZdEvDzeAjEk@ji@cMWOoA,0
868960868,0.752604788,310,0:05:10,0,16.4,0.052903226,33.77,-84.39,o~bmE|xabOIzSqDZaD|KyC`YuBdCaDB,1
869165014,7.185785016,2847,0:47:27,320,87,0.030558483,33.77,-84.39,cjcmEbxabOwTTEgSq[TIiUoAaF|@cc@}@e|@jTgOpm@oKl_@kYvNj@`LnJmHmIaI_CgMtAg\|Wck@~J{UfOTlyAvAlNs@pOx@pE?jZn`@TfCwFnHoABeB,1
869164957,6.915177861,2969,0:49:29,703,118.3,0.039845066,33.77,-84.4,grcmE`{cbOlC}CzB_UjDgHPgFpE]a@ar@^mGxAi@uBeDMmMpAil@A{y@hKqH@kGbBsCeOhIkl@hKkTjOKngAlB`a@G~o@fZbAGbHcFvFeAlWVvD|ChElL`ApGyAhJug@jEo@I}TmKCkAeB,2
869164983,0.763478784,312,0:05:12,0,16.3,0.05224359,33.77,-84.39,q~bmEtxabOIvTuD@uDhOaC`VkB|BgDJ,1
869165017,10.73083194,4223,1:10:23,1502,163.6,0.038740232,33.77,-84.39,ghcmE~xabOjs@YU{^~BqXf@opAsAxzAbK]j@mTtDaJYiZvIq@gAi\{Z}aAb@aOuCaE}DOaLwIoHuP{@{JwD{FlCcK{CsIv@iByAm@?iDfAYsAqB`A}ASoH_CiDm@{Ol@nPxBfEL~F}@rAtAbCqAP?rCrAh@o@bC`D|JoCfJfEnFd@nJ|HdRlK`IbF^`C~DU`PvZz`A_@~KhAzMsHr@CzY}CzKi@fQr@fImApMTh[{LeBsx@FGuA,2
869165018,6.590635688,2995,0:49:55,1009,105,0.035058431,33.78,-84.4,ewcmEbzcbOvCR|BqBxHme@xEgAIku@xAmFkAcN`AmkB`JqG\{GxBeBgBOxJsJjP{DlInCvPrTlLdFElk@vSTo@fpAv@|FgArF\`KcDxH{NrMmFkGkjANiO_AGwA,1
869164962,0.002671896,2,0:00:02,0,0,0,33.77,-84.39,w~bmE~xabOF@,0
869164946,6.53881333,3140,0:52:20,736,99.6,0.031719745,33.78,-84.4,gwcmEfzcbOcLk@}CqDoRjQk]~PqOfCmLMaBuJqCmDqJy]kKgAa@{OySk[fKyLhDsJ`MiBrp@q\|H~ALuAfJRnCzDddApDQx~@sD^{Irg@}F|AxCDpDgDdBqUtCmGCsE|E[IgU{MCGgB,1
869165002,0.715073968,285,0:04:45,0,18.6,0.065263158,33.77,-84.39,u~bmEj}abOKxOgDHG~DsDrHeCnVuGlC,1
869164897,4.024869761,1706,0:28:26,473,40.4,0.023681125,33.78,-84.4,awcmEpzcbOlLxCjD}HjOePxSoGjUkB~\cTyF_H{hAU{@t@MvQwDD}DxOmBzTkBtCeEb@~GoBfCsU~D{NfEiBUoSoL[i@qA,1
869164976,0.845872604,346,0:05:46,43,19.8,0.057225434,33.77,-84.39,afcmE|xabOvFIEtTuDTUrEmDdI_DlWoFx@,1
869164954,7.138312256,2992,0:49:52,410,82.9,0.027707219,33.77,-84.39,mncmE`uabOoAoCuAzAeFCuAhDmADm@cRiFyAsLfCeEm@cBot@FmiAtVmOlk@sJx_@kYrMf@nKhIwGsHiHeBeJj@o_@zXqm@dLeS~MC~|ApAnJHbr@da@XbCyFdHyAD{A,1
869164920,7.048959079,2689,0:44:49,602,82.7,0.030754927,33.77,-84.39,encmEhuabOGmBuBMkGz@uAbD{AJM{Qm[L}A}s@DmjA`TiNxm@}K~^}XdJ_@xNnJcGiHmHmAiKx@o]xWul@~KuTbO^v{AvA|L_AdOrB|GqAnFZdOna@XrCsGxG{@CuA,1
869164980,3.866730792,1344,0:22:24,689,63.7,0.047395833,33.77,-84.39,sfcmExwabOhq@JIa^|AcNfKAN}UfE{IMi[vDQaERK`\sCfMr@tVyB`Ql@zRaAjD{AmA{o@dAuP}@UwA,0
869164935,1.704918277,619,0:10:19,124,21.9,0.035379645,33.79,-84.39,c`gmEp}`bOpaAZ|@db@r_@t@dF}IpEO,0
869164998,0.915217629,434,0:07:14,86,0,0,33.78,-84.39,{{dmExeabOcs@hAWcHkOE,0
